start-x,start-y,end-x,end-y,start-time,end-time,car-id,car-type,average-speed
65,144,17,67,2015-06-04 16:45:39,2015-06-04 16:58:14,20153104043123-774,6,37.47814569536423
64,25,62,13,2015-06-06 09:19:37,2015-06-06 09:21:23,20153504043512-341,3,28.528301886792452
183,87,140,184,2015-06-04 16:43:09,2015-06-04 17:05:20,20154304044309-97,4,30.509391435011267
136,137,140,184,2015-06-04 17:36:17,2015-06-04 17:42:34,20155404045416-984,2,34.94960212201591
64,25,62,13,2015-06-04 17:31:32,2015-06-04 17:33:02,20150304050334-811,2,33.599999999999994
64,25,115,167,2015-06-08 11:48:27,2015-06-08 12:08:11,20150404050454-793,1,37.398648648648646
65,144,115,167,2015-06-06 19:15:34,2015-06-06 19:32:06,20152104052130-587,2,31.137096774193548
64,25,115,167,2015-06-09 13:45:42,2015-06-09 14:05:16,20152404052454-43,1,37.71720613287904
124,111,140,184,2015-06-04 18:36:17,2015-06-04 18:46:03,20154604054607-43,1,35.75426621160409
64,25,115,167,2015-06-06 18:16:17,2015-06-06 18:35:42,20155904055905-326,2,38.008583690987116
65,144,17,67,2015-06-04 18:53:32,2015-06-04 19:05:30,20151004061017-700,5,39.409470752089135
65,144,17,67,2015-06-04 18:39:29,2015-06-04 18:51:25,20152504062558-894,1,39.5195530726257
104,32,183,87,2015-06-04 20:01:48,2015-06-04 20:21:25,20153204073257-346,2,35.60237892948173
64,25,115,167,2015-06-04 20:17:35,2015-06-04 20:36:01,20155104075145-460,1,40.03616636528029
64,25,115,167,2015-06-04 20:22:48,2015-06-04 20:42:10,20155504075543-891,6,38.106712564543884
104,32,183,87,2015-06-04 20:58:41,2015-06-04 21:18:16,20154804084834-740,5,35.66297872340425
104,32,183,87,2015-06-04 22:42:43,2015-06-04 23:01:07,20151504101541-20,5,37.95652173913044
65,144,17,67,2015-06-04 23:09:36,2015-06-04 23:21:27,20152504102521-438,6,39.79746835443037
115,167,62,13,2015-06-04 23:08:14,2015-06-04 23:32:34,20150804110814-745,3,32.104109589041094
64,25,115,167,2015-06-05 02:21:42,2015-06-05 02:40:53,20155405015451-772,1,38.470894874022584
115,167,62,13,2015-06-05 02:46:17,2015-06-05 03:06:51,20154605024617-833,1,37.9837925445705
104,32,183,87,2015-06-05 03:31:26,2015-06-05 03:53:24,20154705024731-345,2,31.793626707132017
140,184,183,87,2015-06-05 03:12:50,2015-06-05 03:30:11,20151205031250-205,3,39.008645533141205
69,98,62,13,2015-06-05 04:59:13,2015-06-05 05:11:30,20153905043940-561,3,36.9280868385346
64,25,62,13,2015-06-05 05:23:36,2015-06-05 05:25:15,20155105045116-670,4,30.545454545454543
183,87,140,184,2015-06-05 05:23:35,2015-06-05 05:41:58,20152305052335-966,2,36.81595648232094
150,177,183,87,2015-06-05 07:00:02,2015-06-05 07:19:47,20153405053455-727,1,35.17974683544304
65,144,17,67,2015-06-05 12:11:05,2015-06-05 12:25:31,20150205060243-479,1,32.674364896073904
65,144,115,167,2015-06-11 08:41:41,2015-06-11 08:55:00,20150305060300-527,1,38.65832290362954
104,32,183,87,2015-06-05 07:23:41,2015-06-05 07:45:07,20151205061202-442,3,32.58475894245723
104,32,183,87,2015-06-05 06:54:59,2015-06-05 07:14:51,20152505062547-670,3,35.154362416107375
65,144,17,67,2015-06-05 06:45:18,2015-06-05 06:57:34,20153105063123-290,4,38.44565217391304
64,25,62,13,2015-06-05 09:34:37,2015-06-05 09:36:22,20154005064014-414,2,28.799999999999997
64,25,115,167,2015-06-06 19:17:01,2015-06-06 19:36:52,20154405064401-508,2,37.178841309823675
64,25,62,13,2015-06-11 22:41:02,2015-06-11 22:42:32,20155605065613-54,2,33.599999999999994
65,144,115,167,2015-06-05 07:27:35,2015-06-05 07:40:51,20155605065618-915,1,38.80402010050251
64,25,115,167,2015-06-06 13:12:53,2015-06-06 13:34:21,20150205070257-697,2,34.37888198757764
65,144,115,167,2015-06-05 07:43:14,2015-06-05 07:56:47,20152005072043-432,1,37.99261992619926
186,55,183,87,2015-06-12 14:18:47,2015-06-12 14:25:33,20152005072047-527,2,31.389162561576352
65,144,115,167,2015-06-05 14:09:24,2015-06-05 14:23:15,20152505072520-878,3,37.16967509025271
124,111,140,184,2015-06-05 08:47:57,2015-06-05 08:57:49,20153105073107-89,2,35.39189189189189
64,25,115,167,2015-06-05 12:34:46,2015-06-05 12:58:07,20154005074020-834,2,31.60599571734475
124,111,140,184,2015-06-06 07:20:50,2015-06-06 07:31:06,20154005074031-234,1,34.01298701298701
69,98,62,13,2015-06-05 08:04:42,2015-06-05 08:18:33,20154205074239-830,1,32.75090252707581
65,144,17,67,2015-06-06 15:21:33,2015-06-06 15:36:46,20154505074523-130,1,30.99233296823658
65,144,17,67,2015-06-05 08:02:51,2015-06-05 08:15:03,20154805074859-858,3,38.65573770491803
65,144,115,167,2015-06-08 10:39:05,2015-06-08 10:52:25,20151305081322-814,1,38.61
69,98,62,13,2015-06-07 15:42:35,2015-06-07 15:56:58,20151905081937-688,1,31.536500579374273
150,177,140,184,2015-06-05 09:00:02,2015-06-05 09:02:09,20151905081950-152,2,39.118110236220474
124,111,140,184,2015-06-06 10:39:23,2015-06-06 10:49:30,20152005082009-82,2,34.5172981878089
65,144,115,167,2015-06-11 10:55:54,2015-06-11 11:10:58,20154305084350-216,2,34.16814159292036
64,25,115,167,2015-06-05 09:52:33,2015-06-05 10:12:08,20150305090320-516,2,37.68510638297872
64,25,115,167,2015-06-11 20:48:17,2015-06-11 21:12:08,20152005092056-151,2,30.94339622641509
136,137,183,87,2015-06-09 22:49:37,2015-06-09 23:02:30,20152305092355-533,2,37.16429495472186
64,25,115,167,2015-06-07 12:54:47,2015-06-07 13:18:25,20153005093039-50,1,31.22708039492242
104,32,183,87,2015-06-09 17:40:59,2015-06-09 18:04:02,20153705093703-55,2,30.29934924078091
138,181,128,175,2015-06-05 17:23:16,2015-06-05 17:24:49,20153905093930-439,2P,37.16129032258064
64,25,115,167,2015-06-05 10:26:59,2015-06-05 10:50:41,20155105095158-83,3,31.13924050632911
138,181,128,175,2015-06-05 19:04:50,2015-06-05 19:06:25,20150805100804-800,2P,36.37894736842105
65,144,115,167,2015-06-12 16:33:25,2015-06-12 16:49:40,20152505102539-470,3,31.680000000000003
124,111,140,184,2015-06-06 13:34:18,2015-06-06 13:43:41,20152805102823-890,1,37.214920071047956
129,50,183,87,2015-06-05 11:25:00,2015-06-05 11:40:20,20153705103735-214,1,38.2695652173913
65,144,17,67,2015-06-05 10:55:25,2015-06-05 11:08:22,20154005104045-45,1,36.41698841698842
124,111,140,184,2015-06-10 12:44:57,2015-06-10 12:54:50,20150505110546-631,1,35.33220910623946
44,64,17,67,2015-06-07 12:25:43,2015-06-07 12:31:28,20152705112755-32,2,36.313043478260866
138,181,128,175,2015-06-05 18:33:32,2015-06-05 18:34:57,20153405113448-541,2P,40.65882352941176
124,111,140,184,2015-06-05 12:04:32,2015-06-05 12:14:06,20154305114338-705,2,36.501742160278745
104,32,183,87,2015-06-05 12:23:40,2015-06-05 12:43:32,20154305114351-64,6,35.154362416107375
64,25,62,13,2015-06-05 12:52:11,2015-06-05 12:53:57,20155505115501-388,1,28.528301886792452
69,98,62,13,2015-06-07 16:22:35,2015-06-07 16:36:22,20151105121120-955,3,32.9093107617896
65,144,115,167,2015-06-09 13:08:48,2015-06-09 13:23:05,20153505123531-2,1,36.042007001166866
65,144,115,167,2015-06-06 14:30:04,2015-06-06 14:43:48,20154705124714-48,2,37.48543689320388
104,32,183,87,2015-06-05 13:27:45,2015-06-05 13:46:27,20155005125016-882,6,37.3475935828877
69,98,62,13,2015-06-07 17:41:56,2015-06-07 17:53:39,20155605125623-741,3,38.714082503556185
104,32,183,87,2015-06-05 14:15:34,2015-06-05 14:38:38,20155805125838-346,1,30.277456647398843
52,41,17,67,2015-06-07 15:36:35,2015-06-07 15:50:34,20150805010805-339,1,40.93444576877235
65,144,115,167,2015-06-09 23:09:00,2015-06-09 23:23:02,20151205011253-317,2,36.68408551068884
65,144,17,67,2015-06-14 23:28:34,2015-06-14 23:43:37,20154505014505-202,2,31.33554817275747
150,177,140,184,2015-06-05 13:48:00,2015-06-05 13:50:06,20154505014541-791,1,39.42857142857142
69,98,62,13,2015-06-05 14:28:11,2015-06-05 14:41:10,20150705020730-688,3,34.937098844672654
64,25,62,13,2015-06-11 17:06:41,2015-06-11 17:08:06,20152305022313-514,1,35.576470588235296
183,87,140,184,2015-06-05 14:24:59,2015-06-05 14:43:16,20152405022459-647,2,37.01731996353691
65,144,115,167,2015-06-08 22:49:13,2015-06-08 23:05:50,20154005024018-445,1,30.980942828485457
65,144,115,167,2015-06-16 17:18:00,2015-06-16 17:34:54,20154005024056-186,3,30.46153846153846
104,32,183,87,2015-06-05 15:22:23,2015-06-05 15:42:29,20154205024202-124,4,34.74626865671641
65,144,20,121,2016-05-20 14:33:14,2016-05-20 14:43:07,20155705025759-63,1,36.42495784148398
104,32,183,87,2015-06-10 09:48:31,2015-06-10 10:09:16,20155805025842-634,1,33.6578313253012
69,98,62,13,2015-06-05 15:20:43,2015-06-05 15:33:37,20150005030012-864,6,35.16279069767442
45,68,17,67,2015-06-17 19:06:43,2015-06-17 19:19:15,20150305030327-986,1,32.45744680851063
64,25,115,167,2015-06-09 09:19:19,2015-06-09 09:38:13,20151905031957-601,1,39.047619047619044
64,25,115,167,2015-06-13 23:04:26,2015-06-13 23:23:53,20152905032910-293,1,37.94344473007712
65,144,115,167,2015-06-06 13:46:36,2015-06-06 13:59:47,20154405034405-591,1,39.04930467762326
64,25,62,13,2015-06-05 16:19:53,2015-06-05 16:21:34,20154805034828-643,2,29.94059405940594
65,144,115,167,2015-06-07 06:53:06,2015-06-07 07:09:57,20155305035315-90,3,30.55192878338279
65,144,17,67,2015-06-05 16:08:01,2015-06-05 16:20:33,20155305035350-216,6,37.62765957446808
64,25,62,13,2015-06-05 16:39:49,2015-06-05 16:41:29,20150105040122-318,3,30.240000000000002
104,32,183,87,2015-06-05 17:09:34,2015-06-05 17:27:28,20150305040318-34,2,39.01675977653631
115,167,62,13,2015-06-05 16:07:36,2015-06-05 16:30:42,20150705040736-424,1,33.81818181818181
186,55,183,87,2015-06-13 15:03:42,2015-06-13 15:10:10,20151305041331-383,1,32.845360824742265
65,144,115,167,2015-06-06 17:12:53,2015-06-06 17:29:10,20151505041552-201,1,31.615148413510745
183,87,140,184,2015-06-05 16:23:50,2015-06-05 16:42:01,20152305042350-547,2,37.22089825847846
65,144,17,67,2015-06-05 17:02:45,2015-06-05 17:15:54,20154205044257-706,2,35.86311787072243
136,137,183,87,2015-06-05 17:26:14,2015-06-05 17:38:18,20154705044748-65,1,39.67955801104972
136,137,140,184,2015-06-06 22:09:13,2015-06-06 22:16:00,20155205045211-58,1,32.373464373464365
64,25,62,13,2015-06-05 17:46:43,2015-06-05 17:48:18,20155705045737-959,3,31.83157894736842
62,13,115,167,2015-06-05 17:17:28,2015-06-05 17:37:22,20151705051728-150,5,39.256281407035175
65,144,115,167,2015-06-09 19:18:18,2015-06-09 19:34:30,20152305052333-803,2,31.777777777777775
64,25,62,13,2015-06-05 18:11:01,2015-06-05 18:12:37,20154105054132-343,1,31.499999999999996
140,184,183,87,2015-06-05 17:47:25,2015-06-05 18:09:42,20154705054725-804,1,30.37247569184742
65,144,115,167,2015-06-05 18:28:16,2015-06-05 18:44:16,20151405061416-631,2,32.175000000000004
140,184,183,87,2015-06-05 18:30:09,2015-06-05 18:50:09,20153005063009-561,1,33.84
124,111,140,184,2015-06-05 18:53:01,2015-06-05 19:01:53,20153305063339-830,2,39.38345864661653
104,32,183,87,2015-06-05 20:06:51,2015-06-05 20:24:42,20153105073103-531,3,39.12605042016806
115,167,62,13,2015-06-05 20:10:42,2015-06-05 20:32:38,20151005081042-478,2,35.61702127659574
140,184,183,87,2015-06-05 21:51:11,2015-06-05 22:12:12,20155105095111-802,3,32.203013481363996
64,25,62,13,2015-06-05 23:45:35,2015-06-05 23:47:01,20151705111738-293,1,35.16279069767442
65,144,17,67,2015-06-06 01:21:46,2015-06-06 01:34:54,20153406123420-54,2,35.90862944162436
124,111,140,184,2015-06-06 01:50:39,2015-06-06 02:02:12,20150306010334-471,2,30.23376623376623
62,13,115,167,2015-06-06 01:36:35,2015-06-06 01:56:46,20153606013635-991,1,38.705202312138724
124,111,140,184,2015-06-06 03:51:48,2015-06-06 04:02:56,20152706032730-402,4,31.36526946107784
140,184,183,87,2015-06-06 03:29:09,2015-06-06 03:49:39,20152906032909-720,1,33.014634146341464
64,25,115,167,2015-06-06 14:30:54,2015-06-06 14:51:38,20151506051559-40,2,35.59485530546623
104,32,183,87,2015-06-06 05:48:57,2015-06-06 06:07:20,20152106052153-239,2,37.9909338168631
65,144,115,167,2015-06-06 06:46:10,2015-06-06 07:01:45,20152606052630-884,1,33.035294117647055
150,177,140,184,2015-06-06 16:00:02,2015-06-06 16:02:43,20153206053201-534,1,30.857142857142858
104,32,183,87,2015-06-11 08:14:50,2015-06-11 08:38:00,20151106061100-410,1,30.146762589928052
138,181,128,175,2015-06-06 08:18:34,2015-06-06 08:20:14,20151406061415-996,2P,34.56
65,144,115,167,2015-06-06 09:10:28,2015-06-06 09:25:54,20153406063433-934,1,33.35637149028078
65,144,17,67,2015-06-06 07:34:31,2015-06-06 07:47:18,20154606064646-846,3,36.89178617992177
65,144,115,167,2015-06-07 22:36:34,2015-06-07 22:50:12,20155106065150-500,1,37.76039119804401
65,144,17,67,2015-06-06 07:19:28,2015-06-06 07:32:53,20150406070417-93,3,35.15031055900621
150,177,140,184,2015-06-06 11:00:02,2015-06-06 11:02:25,20152006072056-763,2,34.74125874125874
64,25,62,13,2015-06-06 10:25:46,2015-06-06 10:27:10,20153506073500-614,1,36.0
104,32,183,87,2015-06-06 08:52:31,2015-06-06 09:14:23,20153606073651-676,1,31.939024390243897
65,144,115,167,2015-06-10 18:42:17,2015-06-10 18:55:40,20153606073656-187,1,38.465753424657535
64,25,62,13,2015-06-06 08:15:47,2015-06-06 08:17:31,20154106074146-482,1,29.076923076923077
65,144,115,167,2015-06-09 17:18:18,2015-06-09 17:33:49,20154606074613-942,2,33.17722878625134
65,144,17,67,2015-06-10 10:57:19,2015-06-10 11:09:10,20155706075734-63,2,39.79746835443037
69,98,62,13,2015-06-07 07:52:50,2015-06-07 08:05:12,20150706080728-516,3,36.679245283018865
150,177,183,87,2015-06-06 08:50:29,2015-06-06 09:09:38,20151806081849-627,1,36.281984334203656
138,181,128,175,2015-06-06 10:59:27,2015-06-06 11:01:00,20153906083952-145,2P,37.16129032258064
65,144,115,167,2015-06-25 10:06:17,2015-06-25 10:22:27,20154306084336-628,2,31.843298969072166
124,111,140,184,2015-06-06 09:23:56,2015-06-06 09:32:52,20154506084523-929,1,39.08955223880597
104,32,183,87,2015-06-07 11:03:12,2015-06-07 11:23:48,20154706084700-54,2,33.90291262135922
65,144,115,167,2015-06-08 06:32:16,2015-06-08 06:46:36,20155106085152-545,1,35.91627906976744
64,25,115,167,2015-06-12 18:29:06,2015-06-12 18:48:26,20151506091506-255,2,38.172413793103445
186,55,183,87,2015-06-06 09:24:03,2015-06-06 09:29:27,20151606091653-198,1,39.333333333333336
69,98,62,13,2015-06-08 07:53:47,2015-06-08 08:05:21,20152106092143-261,1,39.216138328530256
124,111,140,184,2015-06-08 07:14:23,2015-06-08 07:23:58,20154106094112-225,1,36.43826086956522
45,68,17,67,2015-06-06 10:20:22,2015-06-06 10:31:41,20154506094559-645,1,35.94698085419734
136,137,140,184,2015-06-07 10:46:41,2015-06-07 10:53:14,20154606094659-402,1,33.52671755725191
65,144,17,67,2015-06-06 11:02:41,2015-06-06 11:17:16,20151006101006-578,5,32.33828571428571
69,98,62,13,2015-06-08 13:11:46,2015-06-08 13:23:09,20151006101058-57,1,39.84773060029283
104,32,183,87,2015-06-07 19:10:02,2015-06-07 19:28:40,20151406101448-508,2,37.48121645796064
136,137,183,87,2015-06-12 11:19:27,2015-06-12 11:34:11,20152206102254-44,2,32.497737556561084
69,98,62,13,2015-06-18 06:45:44,2015-06-18 06:59:56,20152706102715-95,2,31.943661971830984
64,25,115,167,2015-06-06 11:16:10,2015-06-06 11:35:48,20153906103944-585,3,37.58913412563667
104,32,183,87,2015-06-10 09:34:34,2015-06-10 09:53:46,20150206110209-450,2,36.37499999999999
124,111,140,184,2015-06-15 18:02:08,2015-06-15 18:13:09,20150806110818-449,1,31.697428139183053
65,144,115,167,2015-06-06 12:26:04,2015-06-06 12:42:10,20151106111107-479,1,31.97515527950311
150,177,140,184,2015-06-06 12:09:42,2015-06-06 12:12:18,20151106111158-818,2,31.846153846153843
65,144,17,67,2015-06-06 12:41:45,2015-06-06 12:56:28,20151906111908-145,1,32.04530011325028
69,98,62,13,2015-06-06 12:31:34,2015-06-06 12:43:46,20153106113100-644,1,37.18032786885246
64,25,115,167,2015-06-12 07:11:49,2015-06-12 07:34:30,20153706113731-583,3,32.534900808229246
64,25,62,13,2015-06-07 08:25:45,2015-06-07 08:27:33,20154506114531-504,3,28.0
65,144,17,67,2015-06-07 14:10:07,2015-06-07 14:23:33,20150106120154-473,2,35.106699751861036
64,25,115,167,2015-06-10 18:32:08,2015-06-10 18:55:43,20151106121113-182,2,31.29328621908127
104,32,183,87,2015-06-06 13:00:32,2015-06-06 13:19:44,20153206123215-803,1,36.37499999999999
124,111,140,184,2015-06-07 15:21:43,2015-06-07 15:31:28,20153606123604-841,1,35.81538461538461
65,144,17,67,2015-06-20 16:56:32,2015-06-20 17:11:33,20153706123730-475,2,31.405105438401776
124,111,140,184,2015-06-06 13:38:19,2015-06-06 13:48:03,20153806123800-433,3,35.87671232876712
64,25,115,167,2015-06-09 09:05:14,2015-06-09 09:26:31,20153906123947-442,1,34.6750195771339
104,32,183,87,2015-06-08 13:11:34,2015-06-08 13:30:23,20155306125304-711,2,37.11603188662533
65,144,115,167,2015-06-07 18:42:35,2015-06-07 18:59:08,20150006010020-419,1,31.105740181268885
104,32,183,87,2015-06-09 17:19:24,2015-06-09 17:39:19,20150606010609-786,1,35.066108786610876
136,137,140,184,2015-06-06 14:13:15,2015-06-06 14:20:12,20150606010612-100,1,31.597122302158272
62,13,115,167,2015-06-06 13:27:11,2015-06-06 13:46:58,20152706012711-413,4,39.48778433024431
150,177,140,184,2015-06-09 08:24:17,2015-06-09 08:26:28,20153906013936-263,3,37.9236641221374
65,144,115,167,2015-06-06 14:54:06,2015-06-06 15:07:47,20154506014536-722,2,37.622411693057245
69,98,62,13,2015-06-07 19:03:17,2015-06-07 19:17:06,20154906014956-369,1,32.82991556091677
69,98,62,13,2015-06-10 20:27:56,2015-06-10 20:41:54,20155606015608-991,3,32.47732696897374
124,111,140,184,2015-06-06 15:45:16,2015-06-06 15:55:20,20155906015935-400,2,34.6887417218543
138,181,128,175,2015-06-06 16:37:48,2015-06-06 16:39:30,20152506022558-327,2P,33.88235294117647
65,144,115,167,2015-06-07 20:44:41,2015-06-07 21:00:38,20150606030611-107,2,32.27586206896552
136,137,140,184,2015-06-08 11:12:22,2015-06-08 11:19:50,20151506031529-885,3,29.410714285714285
65,144,115,167,2015-06-08 19:22:27,2015-06-08 19:37:11,20153206033243-388,2,34.94117647058824
45,68,17,67,2015-06-13 10:26:46,2015-06-13 10:37:20,20153706033723-432,3,38.49842271293375
65,144,115,167,2015-06-13 17:54:36,2015-06-13 18:07:54,20155006035017-391,3,38.70676691729323
65,144,17,67,2015-06-07 08:31:22,2015-06-07 08:43:09,20150806040856-166,2,40.02263083451202
44,64,17,67,2015-06-10 09:19:33,2015-06-10 09:25:07,20150806040859-207,1,37.50898203592814
104,32,183,87,2015-06-11 08:28:23,2015-06-11 08:46:02,20152506042511-712,2,39.56940509915013
124,111,140,184,2015-06-06 17:51:55,2015-06-06 18:02:25,20152706042715-176,2,33.25714285714285
124,111,140,184,2015-06-06 18:13:31,2015-06-06 18:23:24,20152906042948-212,2,35.33220910623946
65,144,17,67,2015-06-11 11:56:42,2015-06-11 12:09:10,20153906043929-561,1,37.82887700534759
104,32,183,87,2015-06-10 16:43:36,2015-06-10 17:01:35,20154406044427-579,1,38.83595922150138
65,144,115,167,2015-06-07 13:08:25,2015-06-07 13:21:41,20154806044809-982,3,38.80402010050251
64,25,115,167,2015-06-06 18:13:36,2015-06-06 18:34:06,20155206045202-110,2,35.99999999999999
64,25,62,13,2015-06-20 06:57:32,2015-06-20 06:58:58,20152106052156-327,1,35.16279069767442
64,25,115,167,2015-06-06 18:14:59,2015-06-06 18:34:00,20154606054652-198,3,38.80806310254163
183,87,140,184,2015-06-06 18:04:03,2015-06-06 18:23:29,20150406060403-384,1,34.82675814751286
65,144,115,167,2015-06-06 19:12:21,2015-06-06 19:28:25,20155806065818-62,4,32.04149377593361
65,144,17,67,2015-06-06 20:04:38,2015-06-06 20:17:59,20151606071628-927,2,35.32584269662921
140,184,183,87,2015-06-06 19:29:12,2015-06-06 19:50:28,20152906072912-203,4,31.824451410658305
104,32,183,87,2015-06-06 20:20:00,2015-06-06 20:38:18,20155306075307-769,2,38.1639344262295
183,87,140,184,2015-06-06 20:17:28,2015-06-06 20:35:39,20151706081728-645,1,37.22089825847846
183,87,140,184,2015-06-06 20:32:26,2015-06-06 20:52:08,20153206083226-556,1,34.35532994923858
104,32,183,87,2015-06-06 21:09:34,2015-06-06 21:32:57,20153506083513-271,1,29.867426942266565
104,32,183,87,2015-06-06 21:19:59,2015-06-06 21:41:33,20153606083646-244,2,32.38330757341576
124,111,140,184,2015-06-06 21:30:14,2015-06-06 21:40:11,20153906083903-43,1,35.09547738693467
124,111,140,184,2015-06-06 21:39:05,2015-06-06 21:50:11,20151406091453-794,2,31.459459459459456
104,32,183,87,2015-06-06 22:12:12,2015-06-06 22:31:50,20153206093249-864,1,35.572156196943965
104,32,183,87,2015-06-06 22:32:36,2015-06-06 22:55:23,20154606094659-534,2,30.653986832479877
140,184,183,87,2015-06-06 21:56:08,2015-06-06 22:13:17,20155606095608-167,1,39.46355685131195
124,111,140,184,2015-06-06 23:02:24,2015-06-06 23:13:21,20151706101738-245,2,31.890410958904106
65,144,17,67,2015-06-06 22:41:54,2015-06-06 22:55:25,20152106102137-170,6,34.89025893958076
124,111,140,184,2015-06-06 23:50:01,2015-06-07 00:01:02,20155306105320-633,2,31.697428139183053
69,98,62,13,2015-06-07 00:15:40,2015-06-07 00:28:43,20155406115453-795,1,34.75862068965517
64,25,115,167,2015-06-07 00:58:46,2015-06-07 01:18:25,20153107123115-491,6,37.55725190839694
65,144,115,167,2015-06-07 01:16:53,2015-06-07 01:32:53,20150207010252-949,2,32.175000000000004
104,32,183,87,2015-06-07 03:47:39,2015-06-07 04:11:04,20150007030049-86,4,29.824911032028467
64,25,115,167,2015-06-07 04:14:38,2015-06-07 04:37:18,20154107034113-933,5,32.55882352941176
104,32,183,87,2015-06-07 04:23:22,2015-06-07 04:42:27,20155507035516-86,2,36.597379912663754
64,25,62,13,2015-06-07 04:45:55,2015-06-07 04:47:35,20151507041507-522,5,30.240000000000002
124,111,140,184,2015-06-07 05:25:01,2015-06-07 05:36:48,20153707043701-568,2,29.635077793493632
64,25,62,13,2015-06-07 05:15:59,2015-06-07 05:17:47,20154007044039-1,1,28.0
64,25,115,167,2015-06-07 06:09:24,2015-06-07 06:33:09,20153607053611-636,5,31.073684210526313
124,111,140,184,2015-06-07 06:31:25,2015-06-07 06:42:38,20154507054536-79,3,31.132243684992567
65,144,115,167,2015-06-28 19:33:40,2015-06-28 19:49:34,20150507060531-534,1,32.37735849056604
150,177,183,87,2015-06-08 22:50:01,2015-06-08 23:10:33,20150907060938-780,2,33.83766233766234
65,144,115,167,2015-06-11 11:17:27,2015-06-11 11:33:39,20151007061036-970,2,31.777777777777775
64,25,62,13,2015-06-07 06:46:18,2015-06-07 06:47:53,20151707061706-226,1,31.83157894736842
65,144,115,167,2015-06-08 13:41:00,2015-06-08 13:58:12,20152707062703-3,2,29.930232558139533
65,144,17,67,2015-06-10 09:53:14,2015-06-10 10:04:53,20152807062821-864,1,40.48068669527897
65,144,115,167,2015-06-08 13:26:04,2015-06-08 13:42:21,20152907062931-133,2,31.615148413510745
65,144,115,167,2015-06-11 19:54:55,2015-06-11 20:12:12,20153307063313-327,1,29.785920925747348
69,98,62,13,2015-06-08 09:04:17,2015-06-08 09:17:12,20153907063953-451,2,35.1174193548387
124,111,140,184,2015-06-08 12:45:56,2015-06-08 12:55:13,20154607064650-344,3,37.615798922800714
138,181,128,175,2015-06-07 09:27:04,2015-06-07 09:28:30,20155307065347-120,2P,40.1860465116279
150,177,183,87,2015-06-09 18:55:34,2015-06-09 19:14:22,20150907070951-183,1,36.95744680851064
65,144,17,67,2015-06-11 08:19:13,2015-06-11 08:33:51,20152107072157-137,1,32.22779043280182
65,144,115,167,2015-06-14 12:12:51,2015-06-14 12:27:05,20153007073050-177,1,36.168618266978925
136,137,183,87,2015-06-07 11:08:29,2015-06-07 11:21:57,20153607073659-642,1,35.554455445544555
104,32,183,87,2015-06-08 22:48:41,2015-06-08 23:08:39,20154507074526-430,1,34.97829716193656
136,137,183,87,2015-06-07 12:07:50,2015-06-07 12:20:16,20155107075116-898,3,38.50938337801608
64,25,62,13,2015-06-11 14:34:31,2015-06-11 14:36:01,20150907080945-381,1,33.599999999999994
64,25,115,167,2015-06-07 13:28:48,2015-06-07 13:48:10,20151207081249-632,1,38.106712564543884
124,111,140,184,2015-06-13 08:05:59,2015-06-13 08:17:14,20151307081300-707,1,31.039999999999996
65,144,115,167,2015-06-11 06:20:58,2015-06-11 06:36:39,20153007083052-124,1,32.82465462274176
69,98,62,13,2015-06-19 09:05:36,2015-06-19 09:17:10,20153407083404-897,1,39.216138328530256
65,144,115,167,2015-06-08 17:57:16,2015-06-08 18:13:23,20154207084222-772,1,31.942088934850048
104,32,183,87,2015-06-07 09:27:37,2015-06-07 09:45:28,20155107085153-669,1,39.12605042016806
104,32,183,87,2015-06-14 12:05:17,2015-06-14 12:26:03,20150007090049-931,2,33.63081861958266
64,25,62,13,2015-06-07 09:30:12,2015-06-07 09:31:38,20150207090207-597,1,35.16279069767442
124,111,140,184,2015-06-07 09:50:44,2015-06-07 09:59:57,20151307091313-62,5,37.8878842676311
65,144,115,167,2015-06-17 11:48:53,2015-06-17 12:02:03,20151307091345-782,1,39.09873417721519
64,25,62,13,2015-06-07 09:57:32,2015-06-07 09:59:13,20152607092607-197,4,29.94059405940594
104,32,183,87,2015-06-21 11:12:05,2015-06-21 11:33:24,20152907092902-279,2,32.76309616888193
65,144,17,67,2015-06-07 09:48:00,2015-06-07 10:02:35,20153107093127-902,4,32.33828571428571
64,25,115,167,2015-06-07 10:53:23,2015-06-07 11:11:49,20153307093344-612,1,40.03616636528029
104,32,183,87,2015-06-12 18:00:55,2015-06-12 18:18:42,20154007094039-158,1,39.27272727272727
64,25,115,167,2015-06-09 15:01:04,2015-06-09 15:20:12,20155507095534-53,3,38.57142857142857
69,98,62,13,2015-06-09 07:07:13,2015-06-09 07:20:30,20151807101827-295,2,34.148055207026346
104,32,183,87,2015-06-12 18:12:08,2015-06-12 18:30:25,20152307102329-186,1,38.198723792160436
124,111,140,184,2015-06-08 16:56:51,2015-06-08 17:07:25,20152607102647-573,1,33.04731861198738
69,98,62,13,2015-06-08 12:58:55,2015-06-08 13:11:29,20152707102734-863,3,36.09549071618037
69,98,62,13,2015-06-11 21:05:17,2015-06-11 21:18:04,20155107105141-423,2,35.48370273794002
104,32,183,87,2015-06-13 18:55:22,2015-06-13 19:17:13,20150007110022-413,2,31.963386727688782
69,98,62,13,2015-06-10 08:31:12,2015-06-10 08:43:13,20152607112632-973,2,37.74757281553398
